WL,Tide only,68 Cons (Exc. SA-SSA-MSF-MM-MF-MSM),wind U10 (m/s),wind V10 (m/s) ,MSL Pressure (Pa),SLA
0.578,0.314345381687888,0.29076451245415696,1.25297431041503,-5.02657227889229,100858.362779758,0.26365461831211195
0.18,-0.0302426500804667,0.2374406422596459,0.983516618576912,-5.3631529976345,100845.011157479,0.2102426500804667
0.01,-0.166116617178552,0.203395930983184,1.08157198080536,-5.09016341863884,100840.94925549,0.176116617178552
0.09,-0.0923459518278873,0.20969978549983498,1.13021055333932,-4.61628969525555,100912.596693352,0.1823459518278873
0.331,0.14409918199398,0.21432234690478702,1.27923913958337,-4.49017170262013,100962.242162107,0.18690081800602001
0.684,0.530152380828649,0.18132999609310008,1.59402798102313,-4.68094512185978,100987.422193418,0.15384761917135104
1.113,1.01182189708377,0.128714460320138,1.86348567286126,-4.55482712922436,101012.338953305,0.10117810291622997
1.507,1.40933666092806,0.1252467926535099,2.16407205112111,-3.8989603531773,100958.443531543,0.09766333907193991
1.579,1.52218634875572,0.08443730185656007,2.55123508849141,-3.12096666021112,100901.29482717,0.05681365124428006
1.337,1.30190293705032,0.06275399821199001,2.84695760949786,-1.90262427987866,100805.351197781,0.03509706294968007
0.854,0.824683424035372,0.056999871696003956,2.62983502170628,-0.900598203370247,100708.03479596,0.029316575964628
0.204,0.168970956905326,0.06273176429764998,0.923399342924941,-1.96781184991174,100652.540940545,0.035029043094674
-0.507,-0.555309440900706,0.07602464571193801,-0.231280369031195,-3.1207005884967,100587.606924026,0.04830944090070599
-1.101,-1.16150051969424,0.08822126433233013,-0.854243206046115,-3.28805969686733,100590.164417871,0.060500519694240085
-1.435,-1.49945554743061,0.09217488570111998,-0.522139032784257,-3.42535270150842,100638.07981726,0.06445554743060988
-1.462,-1.55341904622927,0.11913002747631007,-0.191202185263214,-2.81737883405708,100754.897109648,0.0914190462292701
-1.297,-1.38230416540667,0.11299983897095012,-0.792374941782922,-2.29986934950879,100845.951412569,0.08530416540666996
-0.892,-1.01893247760663,0.15460589941948,-0.879924372344044,-2.6955179888524,100911.712853567,0.12693247760662996
-0.37,-0.470275273967306,0.127919507138598,-0.408130218764662,-3.17364885966642,100939.694845047,0.10027527396730601
0.297,0.176077213772196,0.148530899239576,0.04498672296168,-3.79093523712249,100904.11559244,0.12092278622780397
0.924,0.720561288068638,0.2310037817821371,0.423200262985729,-4.27545182908261,100883.542811069,0.2034387119313621
1.242,1.01369087498033,0.25582424245703794,0.150435148215298,-5.11570630322323,100845.368454413,0.22830912501967005
1.312,1.06146647146849,0.27799179872785995,-0.319997125333132,-4.9470168362805,100776.84266345,0.25053352853151
1.167,0.903437003758682,0.29095753798678703,-0.296066947646425,-4.92333645369706,100730.318841594,0.26356299624131807
0.826,0.555184006118171,0.29813994358332097,-0.225249186036984,-4.48697884204708,100729.077704876,0.270815993881829
0.375,0.130732246412587,0.271514269884599,-0.338479782896036,-3.20318281996712,100773.626991042,0.244267753587413
0.012,-0.172186516033014,0.211348779584064,0.63623721068446,-2.9717004284211,100847.136133983,0.184186516033014
-0.076,-0.253333395540745,0.204404609532561,-0.0875047486208185,-3.96414792321037,100881.36141926,0.177333395540745
0.036,-0.141641004391174,0.204614399175966,-0.670583956157894,-4.52955031635439,100968.22218448,0.177641004391174
0.317,0.13100755962785,0.212861275846731,-0.0447028047909364,-4.72005766387963,101065.256509773,0.18599244037215001
0.7,0.5567560953114,0.17000146975489594,0.40121562820038,-4.34808940711947,101046.977950822,0.14324390468859993
1.158,1.04549464894512,0.13914496604894988,0.397908205268071,-3.260654310282,100978.583795572,0.11250535105487991
1.51,1.39684135180059,0.13967366881187004,0.815810820479829,-1.57216321056813,100942.101898078,0.11315864819941002
1.534,1.4499743531516,0.11040946561991993,0.575730826452217,-0.340783316229059,100862.029774609,0.08402564684839997
1.312,1.20327441931431,0.13497162798946016,-0.979925277473859,-1.97792257505972,100830.39959338,0.10872558068569016
0.825,0.730986850673886,0.12011489521307095,-1.27837155854221,-3.32078651774108,100715.895328513,0.09401314932611393
0.105,0.0974987691208234,0.03345218754897969,-1.10444002316078,-4.52529316892366,100662.09393226,0.00750123087917659
-0.588,-0.575364984730675,0.013158710135260043,0.458609143790449,-2.13490488656795,100740.699257789,-0.012635015269324978
-1.102,-1.101711814147,0.025341913711850017,0.481955658606748,-2.12506023313438,100764.41249116,-0.00028818585300016686
-1.36,-1.36798622402959,0.0334463492130499,-0.195287825356067,-2.43476770872009,100844.879521766,0.007986224029589817
-1.383,-1.38413610111708,0.026419951183050072,-0.645291898440236,-2.38740694355321,100891.27170791,0.0011361011170800683
-1.146,-1.19305941446481,0.07216074276657003,-0.976812408831686,-2.56939999621698,100985.898980172,0.04705941446480999
-0.715,-0.806322940932631,0.11623555736633706,-0.583812742757314,-2.92114680268116,100982.156764914,0.09132294093263105
-0.218,-0.249436543748842,0.056154312271394974,-0.296261501936561,-3.29444541801343,100958.537557052,0.031436543748842
0.396,0.351589024146526,0.06892781563109202,0.177672748834314,-2.79023951918617,100933.77123798,0.04441097585347403
0.934,0.803152471240634,0.1551574199782051,0.0918743068844145,-3.12469166421301,100895.97298336,0.130847528759366
1.204,1.0053240920519,0.22277289426731495,0.44362846344999,-3.08744162419411,100852.269926774,0.19867590794809997
1.197,0.984062876773529,0.2368153097237501,0.420865611504099,-2.88975034037952,100793.466373442,0.21293712322647107
0.995,0.762904397849422,0.25574915655402797,0.214443509669985,-2.86261102550861,100761.59172589,0.232095602150578
0.616,0.372230151544499,0.267193006728154,0.556859060309042,-2.99511473929012,100766.800739088,0.24376984845550098
0.175,-0.0406896313952911,0.2388766994931884,0.713864372448655,-2.72664837943962,100850.182560474,0.2156896313952911
-0.137,-0.297366770516073,0.183312122203104,0.48001011570539,-2.7032340685706,100926.230392158,0.160366770516073
-0.201,-0.34580420206739,0.16750228146478396,0.217167269731887,-2.78784487375638,100975.424538469,0.14480420206738998
-0.036,-0.218450826211987,0.204896153310102,-0.505601918122712,-2.90145749581403,101001.243943242,0.182450826211987
0.28,0.0757490427040334,0.22643812801209623,-1.19704786526544,-2.4528605853007,101008.145415603,0.20425095729596662
0.675,0.514674958714347,0.18224872581870905,-1.28576462156738,-1.70546513949291,100970.723263019,0.16032504128565306
1.125,0.974719352409835,0.171935593777918,-1.28576462156738,-0.932526809100733,100945.185934773,0.15028064759016502
1.423,1.26957143710454,0.17480959985171007,-1.20521914545114,-0.625746122373647,100833.389604566,0.15342856289546014
1.417,1.2921144690833,0.14598756914927002,-1.05054848479316,-0.257502869615375,100704.330190905,0.12488553091670007
1.195,1.06143559207064,0.15438244009395996,-1.89141212676021,-1.25048250783348,100629.993623486,0.13356440792936008
0.726,0.630011347923894,0.11651775543029996,-1.64860837267069,-3.35644012747346,100652.033202797,0.09598865207610596
0.089,0.0565274123055896,0.0527079259898633,-2.17487772748811,-3.70180121279155,100691.091399237,0.032472587694410394
-0.495,-0.525733438612998,0.05067026333691704,-1.14004345825564,-4.31057329538615,100788.445411261,0.030733438612998043
-0.911,-0.953412299792902,0.06204595035790994,-0.839262525705656,-4.48884134404803,100848.922618654,0.04241229979290195
-1.106,-1.15449391318703,0.06781981733681985,-0.0347805359940092,-3.8707567514487,100892.061522185,0.04849391318702989
-1.116,-1.14260415482744,0.04561783225829985,0.194209863495859,-3.17817207881158,100939.450378724,0.02660415482743983
-0.859,-0.935335340075169,0.09503240575093597,-0.389063898331351,-3.57887608072917,100997.558143289,0.07633534007516907
-0.494,-0.5421664253166,0.06654258780917,-0.529726650099554,-3.92929252862126,100942.139508281,0.04816642531659998
0.031,-0.0166770338725087,0.06572809414305819,-0.409492098795613,-3.91811751661559,100913.612168849,0.0476770338725087
0.592,0.502612848367305,0.10710900748467295,-0.162991813193519,-4.08441233812854,100903.946346524,0.08938715163269495
1.018,0.854268362712099,0.18112028730223007,0.0350644541647528,-4.33718046682822,100847.230159492,0.16373163728790097
1.146,0.975873889831284,0.18717765183352386,0.153353462567336,-4.55988249179836,100787.035028626,0.17012611016871593
1.089,0.890790813328428,0.21491981471959998,0.0430411800603217,-4.52183423663619,100799.935328462,0.19820918667157195
0.832,0.614825079034364,0.233540931325262,-0.514745969759096,-5.52226388285809,100853.304207373,0.21717492096563595
0.429,0.205192862282796,0.239824931210781,-0.94354362521846,-5.22719035156551,100868.592755138,0.22380713771720398
0.001,-0.180551526797746,0.197217606897678,-1.29588144465444,-5.12661524351448,100932.473685956,0.181551526797746
-0.238,-0.406488691858459,0.183799663167376,-1.44743923667025,-5.60022289518336,101014.576760419,0.168488691858459
-0.246,-0.451088420509952,0.22004099382237702,-1.32156261095237,-5.95542863393501,101063.319584287,0.20508842050995202
-0.063,-0.326903432787957,0.278494428553442,-1.32973389113807,-5.92403217163337,101085.490799311,0.263903432787957
0.253,-0.0316485564597088,0.2988749013287124,-1.75522412366513,-4.76715235733209,101028.849832686,0.2846485564597088
0.642,0.385493477704665,0.270365247880561,-2.21943065992921,-3.98676401893613,100972.904654828,0.256506522295335
1.023,0.792422153579031,0.24406609386209688,-2.90309443546651,-3.63608149932963,100856.990007326,0.2305778464209689
1.252,1.04487272247664,0.2202422994600901,-2.21125937974351,-3.35537584061577,100770.542954347,0.2071272775233599
1.291,1.07542949010939,0.2283096689275399,-1.25307950082456,-3.29763827858648,100682.723128936,0.21557050989061
1.09,0.894849811167296,0.20751095846477807,-2.35795331450592,-4.03731764467607,100703.972893971,0.19515018883270407
0.71,0.53479748400566,0.18718248245728797,-0.794515038974416,-2.60531967766377,100729.566637522,0.17520251599434
0.19,0.0592560489345948,0.1423408130746421,-0.400153492869093,-2.54811425906332,100803.15100087,0.1307439510654052
-0.275,-0.403003351733689,0.139214920382978,-0.251708569495457,-3.45275808809376,100892.023911982,0.12800335173368899
-0.583,-0.730137955615249,0.15796215531466706,-0.281475375886238,-4.51890744777757,100957.898183591,0.147137955615249
-0.738,-0.878481541062651,0.15091641080108797,-0.302487239220908,-4.92865788798547,101009.969510478,0.14048154106265098
-0.68,-0.845462016386131,0.17550571122304093,-0.285561015979091,-4.68014690671652,101035.901745861,0.165462016386131
-0.461,-0.632242519960943,0.18089331052362995,0.039344648547741,-4.42205734372842,100989.754026042,0.17124251996094303
-0.083,-0.261971990023375,0.188228260540854,0.236039035875062,-4.05408016268457,100964.968901868,0.178971990023375
0.389,0.19718529262579,0.20067495731353402,0.121057450404788,-3.89842820974846,100916.01922188,0.19181470737421003
0.811,0.621599341784772,0.19786350614912307,-0.214354145789378,-3.97665329378815,100861.747698082,0.189400658215228
1.066,0.883024652849119,0.1910395300921871,0.126699524818727,-3.82046919742319,100815.938470095,0.18297534715088104
1.123,0.934837257398229,0.19582711255781005,0.493239807434626,-3.77231021711304,100799.258344797,0.18816274260177102
0.96,0.79360303202858,0.173660492920772,0.0632748262344478,-2.92966109754263,100814.791358885,0.16639696797142
0.661,0.482019044156479,0.18584272354223302,-0.640233486896704,-3.45541880523796,100857.065227734,0.17898095584352103
0.261,0.076097865723321,0.1913613515054143,-1.4645600142022,-3.63262256704216,100927.979266625,0.184902134276679
-0.107,-0.284909507626646,0.183965496357532,-2.69511589931131,-3.81301918941941,101025.558939871,0.17790950762664604
-0.26,-0.507074637639444,0.25272683640082194,-3.68111704171969,-3.59776717245305,101075.749756578,0.24707463763944404
-0.28,-0.570828022029732,0.296075990852407,-4.17937057875754,-3.53124924384787,101084.813815646,0.290828022029732
-0.138,-0.464573466927449,0.331416886095901,-4.43268026451439,-3.5496081921429,101039.343079491,0.326573466927449
0.137,-0.19374759045625,0.33518625521034,-4.29785414145026,-4.42950735173221,100973.431197678,0.33074759045625
0.469,0.173234229748741,0.299799591865188,-4.78793639830241,-4.76901485933304,100879.574934589,0.29576577025125894
0.827,0.526785454169201,0.30384355605827895,-4.93813231028727,-4.4962913520518,100759.29750347,0.300214545830799
1.055,0.766810902282349,0.29141344770767097,-4.69844142483993,-4.87837033395995,100687.46201459,0.2881890977176509
1.107,0.836857777166168,0.27296218047571896,-4.13520675489671,-5.23916357871445,100693.216375741,0.27014222283383194
0.978,0.728675454616273,0.25174049628878603,-3.58695276529395,-5.03508657375376,100719.882010095,0.24932454538372695
0.681,0.467336351545029,0.21567609603331805,-2.22662916866424,-5.7779588004164,100728.964874265,0.21366364845497104
0.312,0.118852290987224,0.194757272644175,-2.07468226806816,-5.92642681706316,100805.275977373,0.193147709012776
0.001,-0.216411197137212,0.218618612692946,-1.90639280710067,-5.07712590463223,100946.013359252,0.217411197137212
-0.195,-0.45929916544002,0.265105286511702,-1.88440817231532,-4.69478085100966,101001.11230753,0.26429916544001997
-0.252,-0.570892353830952,0.31929815070226,-2.24374994619619,-4.57105750380403,101003.444140153,0.31889235383095205
-0.203,-0.527145748883557,0.324152306885744,-2.74355991755513,-4.94435611913629,101002.297028943,0.324145748883557
0.003,-0.328567416635644,0.331175934992911,-2.55776057047542,-4.66870582299643,100955.058613219,0.331567416635644
0.348,-0.0099876774205164,0.3571994691723346,-2.7412252660735,-4.72990231731319,100921.190624875,0.3579876774205164
0.733,0.368625725900929,0.36319076778071596,-3.59998790273305,-4.53779853950144,100864.888150083,0.36437427409907097
1.075,0.706620441874479,0.36680229785446095,-3.78753823842398,-3.94658719005861,100809.356684464,0.3683795581255209
1.227,0.893351185663115,0.3316794564242751,-3.46827464831109,-4.38134837142206,100807.607809997,0.3336488143368851
1.202,0.887698487547672,0.31194182359715594,-3.90368714963507,-5.99294474566834,100824.570011821,0.31430151245232796
1.005,0.707972787212602,0.2942790721314179,-3.8174995991049,-6.17254315290232,100852.514393098,0.29702721278739785
0.694,0.3849454330677,0.30591996640128194,-3.97820144275709,-5.88917677704426,100921.190624875,0.30905456693229993
0.331,-0.00833511086357529,0.3358161513814917,-4.02411625522915,-6.11666809287397,101003.030427913,0.3393351108635753
0.034,-0.362847881752072,0.39294677124392696,-3.74707094607573,-5.73059803524951,101088.913327839,0.396847881752072
-0.114,-0.605467504066148,0.487186560425237,-3.72761551706215,-5.29982792960237,101078.288445321,0.49146750406614803
-0.156,-0.700449311424982,0.5397909636718909,-4.2176977739143,-5.22133677384826,101072.552889272,0.544449311424982
0.008,-0.624741471197339,0.627708254249588,-4.20174432212316,-4.83712921822474,101023.603209284,0.632741471197339
0.192,-0.399245923004411,0.585840473954222,-4.76964829502964,-5.01539726688662,100941.424914413,0.5912459230044109
0.455,-0.0892587966354878,0.5384838580047057,-4.48793368291296,-5.19898674983692,100867.671305149,0.5442587966354878
0.661,0.232231907948038,0.422626513555568,-4.34454717108286,-5.51108887085242,100770.148047209,0.42876809205196204
0.888,0.488865452068287,0.392629282238568,-4.4126411726304,-5.34878512505578,100781.788405224,0.399134547931713
0.974,0.615971320890411,0.35116277931497397,-4.3892946578141,-5.35011548362788,100858.231144045,0.358028679109589
0.872,0.595414776982763,0.26936184330909196,-4.06555631902808,-5.28625827216691,100909.75712298,0.276585223017237
0.69,0.452693449515598,0.22972894438182995,-3.72781007135228,-5.52279602628693,100986.519548532,0.23730655048440197
0.475,0.237032763165927,0.23003875548902297,-3.47099840837299,-5.42754235252431,101070.728794397,0.23796723683407298
0.242,0.00761532000794252,0.2261087735107425,-3.25134661480964,-5.29716721245816,101108.86554085,0.23438467999205748
0.12,-0.18044124958358,0.291821465975844,-3.14959472106861,-5.18568316411588,101096.886691002,0.30044124958358
0.103,-0.274519703347578,0.368559684198933,-3.25932334070521,-5.12714738694332,101083.441043215,0.377519703347578
0.2,-0.237215703037851,0.42791918158937603,-3.63675866356872,-5.83223743015822,101040.132893767,0.437215703037851
0.348,-0.0753202152525072,0.413691017053329,-3.56633001053955,-6.06238946313214,100960.850584573,0.4233202152525072
0.53,0.179860975393542,0.34018106738229803,-3.50387808340595,-6.58788109911306,100869.288543904,0.350139024606458
0.783,0.487475314601227,0.285241977682375,-3.75485311768117,-6.66477582458065,100845.725751347,0.295524685398773
0.996,0.758655160801151,0.22674147778486697,-3.98384351717103,-6.78078309206808,100835.30772495,0.23734483919884897
1.082,0.888818281878568,0.18226188545510202,-4.22781459700136,-6.05760017227257,100806.686360008,0.19318171812143203
1.018,0.845889391593215,0.16087857212957402,-4.17761959014632,-6.07116982970803,100884.483066159,0.17211060840678505
0.806,0.651917958844676,0.14254215400709902,-3.69434673344892,-6.24331822893823,100942.64724603,0.1540820411553241
0.503,0.331459406154412,0.15969729087366602,-3.9684737282503,-5.97565008423099,101055.628297651,0.171540593845588
0.149,-0.0588909862652829,0.195748781713639,-4.0173068550744,-5.85006423502441,101122.02911211,0.2078909862652829
-0.13,-0.429075174163478,0.286638661619536,-3.81438673046273,-5.28785470245344,101107.3047174,0.299075174163478
-0.299,-0.704812959074224,0.393086812369522,-3.80271347305458,-5.04493122718732,101113.529206096,0.40581295907422404
-0.413,-0.834438676788971,0.40842764674272397,-3.89279210938747,-4.29593935109301,101016.193999174,0.421438676788971
-0.39,-0.796531311717033,0.39324022084729504,-3.81594316478382,-3.78454951597639,100957.653717267,0.40653131171703294
-0.286,-0.619823405904926,0.3202571479537831,-3.63792598930953,-3.55306712443037,100837.131819824,0.33382340590492604
-0.071,-0.349960892945488,0.265124435470901,-4.13968150356983,-4.35580548683767,100774.134728791,0.278960892945488
0.186,-0.0323904729147391,0.2042888548962013,-4.05757959313251,-4.5899485955279,100749.631681144,0.2183904729147391
0.431,0.259005975193089,0.15763235127196001,-3.56380080476778,-5.2436867978596,100794.369018329,0.171994024806911
0.627,0.451917978968538,0.160465461819233,-3.47625137420666,-7.02104585018998,100773.138058395,0.17508202103146198
0.761,0.528600436539916,0.217533353029564,-3.60621364001739,-6.93856361871956,100861.653672573,0.23239956346008406
0.753,0.504543923581243,0.23334551108386203,-3.74084520879139,-6.51497744936178,100929.878581907,0.248456076418757
0.664,0.395333612862546,0.2533168244419,-3.65271211535986,-6.03950729569196,100990.656670928,0.26866638713745405
0.508,0.228867304742027,0.263549554387894,-2.92644095028281,-5.56164249659235,101042.126234558,0.279132695257973
0.352,0.0611451088547686,0.2750436482663612,-2.66243077856849,-4.99304724287528,101078.043978998,0.2908548911452314
0.279,-0.0368673468487259,0.299833530004985,-2.48811013460679,-4.62427184668817,101038.101942772,0.3158673468487259
0.314,-0.0237263943607491,0.32147558420893096,-2.62702189776377,-5.01459905174336,100975.631394589,0.3377263943607491
0.412,0.0930225727261799,0.302515258239025,-2.6060100344291,-5.66674082378854,100910.471716848,0.31897742727382006
0.574,0.29649571027628,0.26083644680494494,-2.53694326143088,-5.76545342983862,100862.123800118,0.27750428972371993
0.802,0.557232629949097,0.227899585154976,-2.84861923422848,-5.94558398050145,100847.493430917,0.2447673700509031
0.978,0.784988377614166,0.17594967268981998,-2.1742940646177,-6.51577566450504,100844.202538102,0.19301162238583403
1.069,0.882338391960024,0.1694113147375359,-1.86359086327078,-6.17334136804558,100875.024099954,0.186661608039976
1.046,0.827814357056876,0.200752869373102,-1.56242082214052,-5.89157142247404,100955.096223422,0.21818564294312404
0.885,0.634740116870413,0.23265053215142306,-1.98382541457473,-5.78620702356344,101027.477060255,0.250259883129587
0.599,0.310133706562852,0.27108630493860997,-2.83636231394992,-5.72873553324856,101118.305701954,0.288866293437148
0.225,-0.0978350074189553,0.3048903573111668,-3.09395219408976,-4.88635248539258,101133.838716041,0.3228350074189553
-0.109,-0.498550995114989,0.371447694622836,-3.78948378132534,-4.8443131545141,101134.478089503,0.38955099511498903
-0.37,-0.808740990632218,0.420485083541684,-3.6925957448377,-5.20883140327048,101051.415954847,0.43874099063221805
-0.496,-0.969070780020223,0.454668338501964,-3.69103931051661,-5.01699369717315,100930.818836997,0.47307078002022296
-0.492,-0.962671213514579,0.452128335871526,-4.16847553850994,-5.505767436564,100844.070902389,0.47067121351457897
-0.345,-0.816738253576035,0.45306106491819,-3.62119432035785,-5.66408010664433,100720.483773352,0.47173825357603505
-0.122,-0.558343378833028,0.417538030262949,-3.89532131515923,-5.85964281674356,100703.427546019,0.436343378833028
0.162,-0.221975226166923,0.36504788992685,-4.67509491002363,-7.12374953195638,100733.835395631,0.38397522616692303
0.471,0.114541646525863,0.33741521924435397,-4.73034832842221,-7.75833057084979,100742.598573071,0.35645835347413696
0.743,0.378449316036278,0.345397958748026,-4.49707773454935,-7.82830743174244,100813.888713998,0.364550683963722
0.933,0.547756723808177,0.36598718274088404,-4.14201615505146,-7.30574258462015,100901.858980224,0.3852432761918231
0.975,0.612312191855791,0.34333458227412794,-3.58870375390517,-6.96357435987511,100980.389085345,0.362687808144209
0.906,0.557175510243471,0.32938038053712304,-3.11360217739348,-6.32313974326444,101014.369904299,0.348824489756529
0.734,0.403688336156855,0.31078293162103,-2.97585773997731,-5.89423213961825,100998.122296343,0.330311663843145
0.567,0.224460043189433,0.32293286645899094,-3.05854331328504,-5.67046582779043,100943.324229695,0.3425399568105669
0.468,0.104728808511713,0.34359200991307004,-3.00426266633714,-5.41370662337444,100873.218810181,0.363271191488287
0.439,0.0880446292318308,0.331210369997494,-2.93500133904879,-5.24821001700475,100818.251497616,0.3509553707681692
0.515,0.172782511572071,0.32241294415298904,-3.07877695945916,-5.19047245497546,100753.091819875,0.342217488427929
0.652,0.352228783660446,0.27991340183490004,-3.05231757600069,-5.08723662978022,100741.639512879,0.299771216339554
0.821,0.594329200867254,0.20676598296423299,-3.07760963371835,-5.90141607590761,100728.720407941,0.2266707991327459
0.994,0.804988177728412,0.16906626884813103,-3.54882012442732,-5.98443045080687,100775.206619594,0.18901182227158797
1.111,0.896547498370721,0.19447246887232394,-3.95524403652107,-6.03046085740166,100871.3383,0.21445250162927898
1.1,0.846298261500127,0.23369347373045013,-4.05757959313251,-6.43542200674999,100954.738926488,0.2537017384998731
0.934,0.646089643955242,0.26788009391924805,-3.70271256792476,-6.89040463840941,101060.141522083,0.287910356044758
0.601,0.294100990742663,0.286852971630311,-4.08851372526411,-6.76668129120378,101045.830839612,0.306899009257337
0.168,-0.149996278720848,0.297940673439465,-4.04979742152708,-6.35320584699399,101069.412437271,0.317996278720848
-0.255,-0.58549731706887,0.31043833437728596,-4.07625680498555,-5.43685486252904,101000.435323865,0.33049731706887
-0.555,-0.922772126919897,0.34771593586608995,-4.49007378010446,-5.04945444633247,100934.015704303,0.3677721269198969
-0.72,-1.09864061968131,0.3585933667482901,-5.28657904392054,-4.1674267130278,100845.838581958,0.37864061968131013
-0.691,-1.10037297272604,0.3893407815290101,-5.71654402512072,-4.43136985373315,100781.205447068,0.4093729727260401
-0.543,-0.955409093387736,0.392398063207404,-5.32393346762661,-5.66647475207412,100799.878913157,0.412409093387736
-0.31,-0.681499106439655,0.35151530875808595,-3.04453540439526,-4.04849265668174,100867.182372502,0.37149910643965495
0.006,-0.309186004373565,0.295235479257002,-2.68616640196506,-4.79721846106164,100848.283245192,0.31518600437356503
